[Studie]								
Studienkuerzel = mWHO2011						
Land = WHO							
Jahrgang = 2011							
Geschlecht = m							
Gewichtung = 							
Normierung =							
Quelle = WHO							
Quelle(X) = http://www.who.int						
Bemerkung = 							
Minimum = 0							
Maximum = 19							
Spalten = a,l,lsd,gl,gm,gs,bmil,bmim,bmis					
(MissingData = -1)							
[Rohdaten]								
5.42	112.3895	4.7147	-0.2443	19.2132	0.13142	-0.8322	15.2619	0.0849
5.5	112.911	4.7456	-0.2548	19.394	0.13178	-0.8554	15.2645	0.08516
5.58	113.428	4.7765	-0.2653	19.5765	0.13213	-0.8785	15.2684	0.08543
5.67	113.941	4.806	-0.2758	19.7607	0.13246	-0.9015	15.2737	0.0857
5.75	114.45	4.8367	-0.2864	19.9468	0.13279	-0.9243	15.2801	0.08597
5.83	114.9547	4.8672	-0.2969	20.1344	0.13311	-0.9471	15.2877	0.08625
5.92	115.4549	4.8964	-0.3075	20.3235	0.13342	-0.9697	15.2965	0.08653
6	115.9509	4.9268	-0.318	20.5137	0.13372	-0.9921	15.3062	0.08682
6.08	116.4432	4.957	-0.3285	20.7052	0.13402	-1.0144	15.3169	0.08711
6.17	116.9325	4.986	-0.339	20.8979	0.13432	-1.0365	15.3285	0.08741
6.25	117.4196	5.0162	-0.3494	21.0918	0.13462	-1.0584	15.3408	0.08771
6.33	117.9046	5.0463	-0.3598	21.287	0.13493	-1.0801	15.354	0.08802
6.42	118.388	5.0753	-0.3701	21.4833	0.13523	-1.1017	15.3679	0.08833
6.5	118.87	5.1055	-0.3804	21.681	0.13554	-1.123	15.3825	0.08865
6.58	119.3508	5.1357	-0.3906	21.8799	0.13586	-1.1441	15.3978	0.08898
6.67	119.8303	5.1659	-0.4007	22.08	0.13618	-1.1649	15.4137	0.08931
6.75	120.3085	5.1949	-0.4107	22.2813	0.13652	-1.1856	15.4302	0.08964
6.83	120.7853	5.2252	-0.4207	22.4837	0.13686	-1.206	15.4473	0.08998
6.92	121.2604	5.2554	-0.4305	22.6872	0.13722	-1.2261	15.465	0.09033
7	121.7338	5.2857	-0.4402	22.8915	0.13759	-1.246	15.4832	0.09068
7.08	122.2053	5.3159	-0.4499	23.0968	0.13797	-1.2656	15.5019	0.09103
7.17	122.675	5.3462	-0.4594	23.3029	0.13838	-1.2849	15.521	0.09139
7.25	123.1429	5.3764	-0.4688	23.5101	0.1388	-1.304	15.5407	0.09176
7.33	123.6092	5.4067	-0.4781	23.7182	0.13923	-1.3228	15.5608	0.09213
7.42	124.0736	5.4369	-0.4873	23.9272	0.13969	-1.3414	15.5814	0.09251
7.5	124.5361	5.4671	-0.4964	24.1371	0.14016	-1.3596	15.6023	0.09289
7.58	124.9964	5.4973	-0.5053	24.3479	0.14065	-1.3776	15.6237	0.09327
7.67	125.4545	5.5275	-0.5142	24.5595	0.14117	-1.3953	15.6455	0.09366
7.75	125.9104	5.5577	-0.5229	24.7722	0.1417	-1.4126	15.6677	0.09406
7.83	126.364	5.5878	-0.5315	24.9858	0.14226	-1.4297	15.6903	0.09445
